Symbols,Cluster
Bcar1,2
Bcl2,2
Bco2,2
Bend3,2
Beta-s,2
Bgn,2
Bicc1,2
Blnk,2
Bmp2,2
Bmp6,2
Bmper,2
Bmpr1a,2
Bmpr2,2
Btbd3,2
Btg2,2
Btnl9,2
C130074G19Rik,2
C1qtnf1,2
C1qtnf5,2
C1qtnf6,2
C1qtnf9,2
C1ra,2
C1rb,2
C1s,2
C2,2
C230081A13Rik,2
C3ar1,2
C4a,2
C4b,2
C5ar1,2
Cables1,2
Cachd1,2
Cacna1a,2
Cacna1c,2
Cacnb2,2
Cadm1,2
Calhm2,2
Camk2a,2
Camk2n1,2
Capn11,2
Car7,2
Casq2,2
Cbfa2t3,2
Cbr2,2
Cbx6,2
Cc2d2a,2
Ccdc80,2
Ccdc85b,2
Ccl11,2
Ccl12,2
Ccl4,2
Ccl7,2
Ccnd1,2
Cd163,2
Cd207,2
Cd209f,2
Cd300e,2
Cd300lg,2
Cd34,2
Cd55,2
Cd74,2
Cd81,2
Cd83,2
Cdc42bpa,2
Cdc42bpb,2
Cdc42ep1,2
Cdc6,2
Cdcp1,2
Cdh11,2
Cdh24,2
Cdkn1c,2
Cdr2,2
Ceacam1,2
Ceacam2,2
Cebpd,2
Cep170,2
Cep68,2
Cerkl,2
Cers4,2
Cfh,2
Cfhr2,2
Cfi,2
Ch25h,2
Chd3,2
Chd9,2
Chp2,2
Chpf,2
Chrnb2,2
Chst7,2
Cilp,2
Cldn19,2
Clec10a,2
Clec11a,2
Clec14a,2
Clec1a,2
Clec3b,2
Clec4b1,2
Clic5,2
Clstn1,2
Cmah,2
Cmya5,2
Col12a1,2
Col14a1,2
Col15a1,2
Col16a1,2
Col1a1,2
Col1a2,2
Col3a1,2
Col4a1,2
Col4a3,2
Col4a4,2
Col4a5,2
Col5a1,2
Col5a2,2
Col6a1,2
Col6a2,2
Col6a3,2
Col8a1,2
Col8a2,2
Colec12,2
Comp,2
Coq10b,2
Coro2b,2
Cp,2
Cpe,2
Cpeb1,2
Cped1,2
Cpq,2
Creb3l2,2
Creb5,2
Crim1,2
Crip1,2
Crip2,2
Crispld2,2
Crym,2
Cst3,2
Ctgf,2
Ctif,2
Ctla2b,2
Ctnnd1,2
Ctsf,2
Cttnbp2nl,2
Cuedc1,2
Cx3cl1,2
Cxcl12,2
Cxcr7,2
Cxx1c,2
Cyb561,2
Cygb,2
Cyp27a1,2
Cyp2d22,2
Cyp4b1,2
Cyr61,2
D630039A03Rik,2
D830031N03Rik,2
Dab2ip,2
Dact1,2
Dcbld2,2
Dchs1,2
Dclre1c,2
Dcn,2
Ddr2,2
Dennd2c,2
Dennd5b,2
Des,2
Dgkd,2
Dhx34,2
Dkk3,2
Dlc1,2
Dlg4,2
Dmd,2
Dmpk,2
Dmwd,2
Dnaja1,2
Dnaja4,2
Dnajb1,2
Dnajb4,2
Dnm1,2
Dnm3,2
Dnmbp,2
Dock1,2
Dock6,2
Dock9,2
Dok4,2
Dpep1,2
Dpf3,2
Dpt,2
Dpysl3,2
Dsp,2
Dst,2
Dtx3,2
Dusp8,2
E230029C05Rik,2
Ebf1,2
Ebf2,2
Ebf3,2
Ebf4,2
Ecm2,2
Edil3,2
Eef1a2,2
Eef2k,2
Efcab4a,2
Efemp1,2
Efnb1,2
Egfl7,2
Egflam,2
Egfr,2
Egr1,2
Ehd2,2
Ehd4,2
Eif4e,2
Elmo1,2
Elmod3,2
Eln,2
Elovl7,2
Eltd1,2
Eml1,2
Eml6,2
Emp2,2
Emr4,2
Endou,2
Eng,2
Enpep,2
Enpp2,2
Enpp3,2
Entpd2,2
Epas1,2
Epb4.9,2
Epha2,2
Epha4,2
Ephb4,2
Ephx1,2
Ephx3,2
Epn2,2
Eps15,2
Eps8,2
Eps8l2,2
Etl4,2
Ets1,2
Etv1,2
Eva1a,2
Evc2,2
Exoc6b,2
F2r,2
F2rl1,2
F830016B08Rik,2
Fam111a,2
Fam115a,2
Fam131a,2
Fam13a,2
Fam189a2,2
Fam212b,2
Fam214a,2
Fam71a,2
Fam83g,2
Fat1,2
Fat4,2
Fbf1,2
Fbln1,2
Fbln2,2
Fbln5,2
Fbn1,2
Fcgrt,2
Fcna,2
Fem1c,2
Fermt2,2
Fert2,2
Fgd2,2
Fgd5,2
Fgfr1,2
Fgfr3,2
Fhl1,2
Fibin,2
Filip1,2
Fkbp9,2
Flnc,2
Flt1,2
Fmo1,2
Fmo2,2
Fmo5,2
Fndc1,2
Fndc7,2
Folr2,2
Fos,2
Fosb,2
Fosl1,2
Foxc1,2
Foxn3,2
Frmd4b,2
Frmd6,2
Fry,2
Frzb,2
Fstl1,2
Ftsj2,2
Fxyd1,2
Fxyd2,2
Fxyd6,2
Fzd4,2
Fzd6,2
Fzd8,2
G530011O06Rik,2
Galnt15,2
Galnt16,2
Garnl3,2
Gas1,2
Gas2l3,2
Gas6,2
Gata2,2
Gbgt1,2
Gfpt2,2
Gfra1,2
Gfra2,2
Ggt5,2
Gimap4,2
Gimap6,2
Gjc1,2
Gkap1,2
Glcci1,2
Glt25d2,2
Glul,2
Gm10406,2
Gm129,2
Gm16197,2
Gm20765,2
Gm3002,2
Gm3086,2
Gm3264,2
Gm3317,2
Gm3336,2
Gm3494,2
Gm3500,2
Gm3558,2
Gm3696,2
Gm4788,2
Gm4980,2
Gm5483,2
Gna15,2
Gng7,2
Gpihbp1,2
Gpm6b,2
Gpr116,2
Gpr125,2
Gpr133,2
Gpr155,2
Gpr56,2
Gprc5c,2
Grap,2
Grb10,2
Grhl1,2
Grip2,2
Gsn,2
Gsta3,2
Gucy1a3,2
Gucy1b3,2
H19,2
H2-Aa,2
H2-Ab1,2
H2-DMa,2
H2-DMb1,2
H2-Eb1,2
H2-Q4,2
Hba-a1,2
Hbegf,2
Hdac11,2
Hectd2,2
Heg1,2
Hes1,2
Higd1b,2
Hmcn1,2
Hmg20a,2
Hmga2-ps1,2
Hmgcs2,2
Hnrnph1,2
Homer2,2
Hpgd,2
Hpgds,2
Hr,2
Hrct1,2
Hrh1,2
Hs3st3a1,2
Hsp90aa1,2
Hspa12a,2
Hspa1a,2
Hspa1b,2
Hspa1l,2
Hspa8,2
Hspb1,2
Hspb6,2
Hspg2,2
Hsph1,2
Htra3,2
Hyal1,2
Ica1,2
Ick,2
Id1,2
Id3,2
Id4,2
Ier2,2
Ier5l,2
Ifnb1,2
Igf2,2
Igfbp4,2
Igfbp5,2
Igfbp7,2
Igsf10,2
Igsf23,2
Igsf9,2
Iigp1,2
Il17rc,2
Il17rd,2
Il1rl1,2
Il27ra,2
Ildr1,2
Ildr2,2
Impact,2
Inmt,2
Insig1,2
Insr,2
Intu,2
Iqsec2,2
Irf4,2
Irs1,2
Islr,2
Itga10,2
Itga11,2
Itga7,2
Itgbl1,2
Itih5,2
Itpr2,2
Itsn1,2
Jag2,2
Jam2,2
Jam3,2
Jmjd1c,2
Jph2,2
Jun,2
Jund,2
Jup,2
Kank1,2
Kank2,2
Kbtbd11,2
Kcnb1,2
Kcnj8,2
Kcnq4,2
Kctd12b,2
Kctd6,2
Khdrbs3,2
Kif19a,2
Kif1b,2
Kif26a,2
Kif7,2
Kifc3,2
Kitl,2
Klf2,2
Klf4,2
Klf9,2
Klhl13,2
Klhl23,2
Klhl31,2
Klhl38,2
Klhl7,2
Lag3,2
Lama2,2
Lama3,2
Lama4,2
Lama5,2
Lamb1,2
Lamb2,2
Lbx2,2
Ldb2,2
Ldlrad4,2
Lep,2
Lepr,2
Leprel1,2
Leprel2,2
Lgalsl,2
Lgi4,2
Lhfp,2
Lifr,2
Lilra5,2
Lima1,2
Lims2,2
Lipe,2
Lmbr1,2
Lmcd1,2
Lmo1,2
Lmod1,2
Lmod2,2
LOC100861615,2
Lox,2
Lphn1,2
Lpin1,2
Lrig3,2
Lrp5,2
Lrp6,2
Lrrc3,2
Lrrc32,2
Ltbp1,2
Ltbp2,2
Ltbp4,2
Ltc4s,2
Lum,2
Luzp1,2
Ly6c1,2
Lyl1,2
Lynx1,2
Lypd3,2
Lyve1,2
Lzts2,2
Mafk,2
Maged1,2
Magi1,2
Maoa,2
Map1b,2
Map2,2
Map3k4,2
Mapk12,2
Mapre3,2
Mapt,2
Mark1,2
Marveld1,2
Mast4,2
Mat2a,2
Matn2,2
Mb,2
Mb21d2,2
Mcc,2
Mcf2l,2
Mcts2,2
Mecom,2
Medag,2
Mef2c,2
Meis1,2
Meis2,2
Meis3,2
Meox1,2
Meox2,2
Metrnl,2
Mfap4,2
Mfge8,2
Mfsd6,2
Mga,2
Mgl2,2
Mgll,2
Mgp,2
Mical2,2
Mid1,2
Mid2,2
Mllt4,2
Mmp15,2
Mmp2,2
Mmp23,2
Mmrn1,2
Mn1,2
Morc2a,2
Mpdz,2
Mpp2,2
Mprip,2
Mras,2
Mrc2,2
Mrvi1,2
Ms4a4d,2
Msrb2,2
Msrb3,2
Mtmr10,2
Mtmr11,2
Mttp,2
Mtus1,2
Mustn1,2
Mxra7,2
Mxra8,2
Myadm,2
Mycbp2,2
Myct1,2
Myh10,2
Myh11,2
Myh6,2
Myl2,2
Myl3,2
Myl4,2
Myl9,2
Mylip,2
Mylk,2
Myo18a,2
Myo18b,2
Myo6,2
Myo7a,2
Myoc,2
Myom1,2
Myom2,2
Myoz2,2
Myrf,2
Naalad2,2
Naip5,2
Nav1,2
Nbl1,2
Ncald,2
Ncoa3,2
Ndrg2,2
Nedd4,2
Neo1,2
Nes,2
Neurl1a,2
Nexn,2
Nfatc2,2
Nfatc4,2
Nfia,2
Nfib,2
Nfic,2
Nfix,2
Nhsl2,2
Nid1,2
Nid2,2
Ninl,2
Nlrc4,2
Nlrp1b,2
Nlrp1c-ps,2
Nop58,2
Notch3,2
Npb,2
Nphp3,2
Npr1,2
Nr3c2,2
Nrap,2
Nrarp,2
Nrbp2,2
Nrep,2
Nrg2,2
Nrip2,2
Nrip3,2
Nsmf,2
Nt5dc3,2
Ntn1,2
Nuak1,2
Nup98,2
Nxf1,2
Nxpe4,2
Nynrin,2
Oas1h,2
Oasl1,2
Obscn,2
Ociad2,2
Ogn,2
Ophn1,2
Osbpl5,2
Osmr,2
Pak3,2
Palld,2
Palmd,2
Pamr1,2
Papln,2
Pard3,2
Pard3b,2
Parm1,2
Parva,2
Pbx3,2
Pcdh11x,2
Pcdh17,2
Pcdh18,2
Pcdh19,2
Pcdhac2,2
Pcdhga10,2
Pcdhga11,2
Pcdhga12,2
Pcdhga2,2
Pcdhga4,2
Pcdhga7,2
Pcdhgb8,2
Pcolce,2
Pcolce2,2
Pcsk5,2
Pcsk6,2
Pde1a,2
Pde3a,2
Pde4a,2
Pde4c,2
Pdgfa,2
Pdgfb,2
Pdgfd,2
Pdgfra,2
Pdgfrl,2
