Symbols,Cluster
Itgal,8
Ptgs1,8
Srrm2,8
Ptger3,8
Dusp3,8
8430427H17Rik,8
Cenpf,8
Ddx27,8
Dlg3,8
Slc14a1,8
Pcm1,8
Bcl2l1,8
Prkar2b,8
Lonp2,8
Galnt1,8
Ncoa3,8
mKIAA0569,8
Olfr56,8
Dock1,8
Hmgn3,8
Tsn,8
Pbx1,8
Fam108b,8
AK164126,8
Scarf1,8
F2r,8
Ctdspl,8
Polr2e,8
Cdcrel-1,8
Kpnb1,8
Xrcc6,8
11-Sep,8
Xkr8,8
Rbp1,8
Itga6,8
Homer3,8
Iws1,8
Ifitm3,8
Usp40,8
Dapp1,8
Ache,8
Gp5,8
Rod1,8
Eif3a,8
Taf1,8
Kif4,8
Rap1b,8
Pttg1ip,8
Tgfbr3,8
Gpr56,8
H2afv,8
BC024571,8
Selp,8
Rnf180,8
Nrip1,8
Ddah2,8
Atad5,8
Cnbp,8
Atp11a,8
Nucks1,8
Vwf,8
Dst,8
Tuba8,8
Nedd4,8
Treml1,8
Noc3l,8
Rabgap1l,8
Mki67,8
Rgs18,8
1110007C09Rik,8
Car9,8
Fh1,8
Trim47,8
Ubr7,8
H1f0,8
mKIAA1027,8
Spnb2,8
Anp32b,8
Gp9,8
Sgcb,8
Npl,8
mFLJ00022,8
Tie1,8
Kalrn,8
Serpina3f,8
Pdcd4,8
Bmp2k,8
SMC4,8
Hnrnpk,8
Mrvi1,8
Kif11,8
Gbx2,8
Plek,8
Zfhx3,8
0610010K14Rik,8
Thrap3,8
Runx2,8
Elf1,8
Tpx2,8
Pum1,8
Ckap2l,8
Dia2,8
Ccnb2,8
Prpf8,8
Mll1,8
Qdpr,8
Atmin,8
Nab1,8
Tgfb1,8
Cdca8,8
Adcy6,8
Endod1,8
Tmem29,8
Pf4,8
Son,8
Nupr1,8
Celf2,8
Ncapd2,8
Luc7l2,8
Galnt2,8
Taok3,8
Nusap1,8
Cttn,8
Snx9,8
Asp,8
Ehd3,8
Kif2a,8
Itgb3,8
Ccnd2,8
Npm2,8
Luc7l3,8
Tacc2,8
Cish,8
Clint1,8
Hnrnpm,8
Arhgef40,8
Angpt1,8
Mapk14,8
AK152437,8
Pde5a,8
Pcnt,8
Sf3b1,8
Ly6d,8
Lims1,8
Ppic,8
BC033430,8
Akap9,8
Nol7,8
Eif3c,8
Fnbp4,8
Cd9,8
4931406C07Rik,8
Mapk6,8
Neil3,8
Stat5a,8
Zfp644,8
Rtkn,8
Ssrp1,8
Il12a,8
Rsl1d1,8
Ipo4,8
Itga2b,8
AK080025,8
Tle6,8
Stau2,8
Clu,8
Mpl,8
G3bp2,8
Psat1,8
Arl6ip1,8
Ctla2a,8
Psip1,8
Cit,8
Hp1bp3,8
Gmpr,8
Calm2,8
Prkce,8
Sorbs3,8
Epb4.1l2,8
Ccdc48,8
Tmem159,8
H3f3a,8
Bub3,8
Rab27b,8
