Symbols,Cluster
Prim2,2
Fdx1l,2
Mrpl11,2
Rap1b,1
Ints8,3
Rpl10,2
Lrrc58,1
Grhpr,3
Rnf181,2
Mtpn,2
Smyd2,3
Zfp810,5
Hnrnpa0,3
Cotl1,3
Scarf2,6
Pou2f2,5
Hivep3,6
Exosc3,2
Clns1a,2
Icos,4
Map1b,3
Rtn1,6
Ska3,2
Pik3r5,6
Ddx39b,5
Mettl7a1,6
Ccng2,7
Ap3b1,4
Cdh23,7
Slc27a4,5
Mfng,6
Fam131a,7
Prps2,2
Mob3a,7
Coro1c,3
Zwint,2
Hirip3,3
Plk3,6
Eif4a1,2
Cyp4v3,7
Fkbp4,3
Zfp207,2
Ghitm,2
Bin2,7
Aco2,3
D8Ertd738e,2
Rps24,4
Glg1,5
Rps16,3
Dnmt3b,3
Vps26a,1
Hmgn5,2
Dctn1,4
Dars,2
Vps29,1
Aldh7a1,1
Atp6v0b,6
Polr2j,2
Smpd1,6
Tnfrsf23,5
Pdha1,3
Psme1,1
C2,1
Arcn1,2
Gltscr1l,7
Ppif,2
Eef1b2,2
Mapk1,3
Cks2,2
Git1,5
Hmbs,3
Cnbp,2
Dkc1,3
Nfxl1,1
Prkca,6
Atp6v1g1,1
Qdpr,2
Nup188,3
Atp6v0a2,6
Ppp1ca,2
Tnrc18,7
Blmh,3
Timm8a1,2
Rpl36a,3
Fubp1,3
Tardbp,3
Smim3,7
Atp13a2,4
Spcs3,2
Spc25,3
Zfp532,6
St8sia4,2
Rnase4,7
Tmem97,3
Tsen34,4
Ckap5,3
Ndufa7,2
Cd28,1
Tubb2b,4
Atad1,5
Dcxr,4
Snx5,1
Plau,1
Ldlrap1,4
Ddx24,4
Hnrnpk,2
Tfeb,6
Dnajc15,2
Ech1,2
Cyb5r3,1
Mvb12b,7
Tbx6,7
Arhgap23,1
Nudt5,2
Itgb1,4
Tubb3,3
Ppp4c,1
Milr1,2
Ptpmt1,2
Rp9,2
Sfswap,5
Ssr2,2
Chd4,4
Abcb8,4
Rpl9,3
Nxn,1
Asna1,3
Heatr1,3
Atp6ap1,5
Nol12,2
Nolc1,2
Prdx1,4
Syngr2,6
Pif1,3
Cdc16,3
Elp2,4
Dlgap4,7
Tnks2,4
Dohh,3
Dck,2
Elmo1,5
Ruvbl1,3
Dmrtb1,5
Gcsh,2
Pepd,1
2310039H08Rik,2
Lyplal1,3
Nfkbie,7
Mdh1,2
Pcnxl3,6
Ccdc58,3
Tmem164,4
Cflar,7
Atp5g1,2
Tk2,7
Olfml2b,6
Cnn3,2
Sin3b,2
Htatip2,1
Glipr2,2
1810037I17Rik,2
Tufm,2
Bad,4
Ndufb8,2
Rps6ka1,5
Trp53,5
Eef1a1,3
Ak1,7
Zcchc14,6
Tcp1,3
