Symbols,cluster
Gpr171,6
H2-Eb1,6
Jaml,6
H2-Aa,6
Itgax,6
H2-DMb1,6
H2-Ab1,6
Cd74,6
H2-DMa,6
Plscr1,6
Klra17,6
Flt3,6
Olfm1,6
Il1r2,6
Spint1,6
Syngr2,6
Napsa,6
Clec4b1,6
Slamf7,6
Plbd1,6
Rnase6,6
Lsp1,6
Mgl2,6
Itgb7,6
Cd52,6
Selplg,6
H2afz,6
Gm2a,6
Sub1,6
Tmem176a,6
Tspan13,6
Cd24a,6
1700025G04Rik,6
Tnip3,6
Bcl2a1d,6
Ifitm1,6
Ctsh,6
Clec10a,6
Traf1,6
AA467197,6
S100a11,6
Rin3,6
Cd72,6
Psmb8,6
Atox1,6
Cbfa2t3,6
Cd209d,6
Grk3,6
Bri3bp,6
Cfp,6
Cytip,6
Ramp1,6
Casp6,6
Fgl2,6
Rps11,6
Batf3,6
Rpl14,6
Rpsa,6
Lsr,6
Eva1b,6
Naga,6
Fam129a,6
Rps7,6
4930523C07Rik,6
Rpl13,6
Mpc1,6
Cnn2,6
Rps6,6
Rps4x,6
Ckb,6
Naaa,6
Limd2,6
Il2rg,6
Vrk1,6
Ltb4r1,6
Zyx,6
Rplp0,6
Tmsb10,6
Fh1,6
Glipr2,6
Ccnd1,6
Coro1a,6
Rps19,6
Rps18,6
Tmem176b,6
Jak2,6
Acot7,6
H2afy,6
Rogdi,6
Rpl32,6
Actg1,6
Lmnb1,6
Ccdc88a,6
Myo1g,6
Rpl17,6
Rpl4,6
Prcp,6
Cd47,6
Ptprc,6
Dapp1,6
Avpi1,6
Btg2,6
Bhlhe40,6
Rpl15,6
Ndufa6,6
Ccr2,6
Rps16,6
Timp1,6
Ywhah,6
Rpl39,6
Emb,6
Tap1,6
Pmvk,6
St3gal4,6
Unc119,6
Rara,6
Ccnd3,6
Dpysl2,6
Sec61b,6
Tmem173,6
Etv3,6
Prkar2a,6
Rel,6
Eef1g,6
Hsd17b10,6
Slamf9,6
Pfkp,6
Pim1,6
Tes,6
Csrnp1,6
Cd300a,6
Fabp5,6
Pak1,6
Cyp4f16,6
Trappc5,6
Tmem123,6
Lmo4,6
Psme1,6
Il1b,6
Uvrag,6
Fgr,6
Gm9493,6
Eif3f,6
Vasp,6
Dennd4a,6
Gpr132,6
Bloc1s2,6
Csf2rb,6
Nr4a2,6
Dbnl,6
Sdf2l1,6
Myd88,6
Med30,6
Fbl,6
Lactb,6
Atp5f1,6
Psmb9,6
H13,6
Tax1bp3,6
Ms4a4c,6
Ass1,6
Pkib,6
Eef1b2,6
Scand1,6
Id2,6
Ddost,6
Sri,6
Fdps,6
Ifngr1,6
BC028528,6
Cd86,6
Cdkn2d,6
Tuba1a,6
Rgs1,6
Cxcl16,6
B4galnt1,6
Hspa1a,6
Pdlim1,6
Clec4n,6
Marcksl1,6
Ifitm2,6
Birc5,7
Ube2c,7
Pclaf,7
Cenpf,7
Cdk1,7
Nusap1,7
Pbk,7
Ccna2,7
Prc1,7
Top2a,7
Spc25,7
Ccnb1,7
Hmmr,7
Tpx2,7
Cdca3,7
Aspm,7
Rrm2,7
Spc24,7
Kif11,7
Mki67,7
Ncapg,7
Knl1,7
Sgo1,7
Tk1,7
Cdc20,7
Aurkb,7
Kifc1,7
Kif15,7
Cdca2,7
Esco2,7
Plk1,7
Ckap2l,7
Cenpe,7
Kif20a,7
Kif22,7
Tacc3,7
Hist1h1b,7
Racgap1,7
Cenpm,7
Ccnb2,7
Shcbp1,7
Cdca8,7
Mad2l1,7
Bub1b,7
Nuf2,7
Cep55,7
Prr11,7
Ska1,7
Fbxo5,7
Lockd,7
Rad51ap1,7
Cenpw,7
Bub1,7
Ckap2,7
Melk,7
Hist1h2ae,7
Cks1b,7
Pimreg,7
Diaph3,7
Stmn1,7
Mxd3,7
Cenph,7
Dlgap5,7
Hist1h2ap,7
Kif4,7
Aurka,7
Clspn,7
Asf1b,7
Ncapd2,7
Sgo2a,7
Ndc80,7
Anln,7
Knstrn,7
Incenp,7
Cdkn3,7
Smc2,7
Mybl2,7
Cenpq,7
Uhrf1,7
Lrr1,7
Pkmyt1,7
Ccne2,7
Rrm1,7
Tyms,7
Dut,7
Rad51,7
Mis18bp1,7
Mcm5,7
Ube2t,7
Cdc45,7
Cks2,7
Kif20b,7
Rad54l,7
Dnph1,7
C330027C09Rik,7
Kif23,7
Trim59,7
Hells,7
Mcm7,7
Hmgb3,7
Ncaph,7
Cenpk,7
Gmnn,7
Atad2,7
Fignl1,7
Mcm6,7
Dhfr,7
Ezh2,7
Cenps,7
Trip13,7
Ccdc34,7
Tmpo,7
Hmgb2,7
Slfn9,7
H2afx,7
Smc4,7
Dnajc9,7
Lig1,7
Hist2h2ac,7
Cbx5,7
Nav2,7
Hmgn2,7
Nucks1,7
Tuba1b,7
Pmf1,7
Rfc5,7
Ptma,7
Syce2,7
Ncapd3,7
Tipin,7
Plk4,7
Hirip3,7
Fen1,7
Selenoh,7
Tex30,7
Hist1h1d,7
Tubb5,7
Prim1,7
Myef2,7
Tubb4b,7
Rpa2,7
Ube2s,7
H2afz,7
Cenpa,7
Haus1,7
Usp1,7
Ran,7
Rangap1,7
Ncapg2,7
Sae1,7
Cmc2,7
Hist1h1e,7
Rad21,7
Mcm3,7
Dtymk,7
Dbf4,7
Gja1,7
Dctpp1,7
Rfc4,7
Gins2,7
Anp32b,7
Cbx3,7
Rcc1,7
Nup85,7
Psip1,7
Hnrnpab,7
Dek,7
Nup35,7
Hmgb1,7
Psat1,7
Hat1,7
Alyref,7
